2B,410,SVX,2975,KZN,2990,0,CR2,2.215169015689432
2B,410,SVX,2975,NBC,6969,0,CR2,1.807833243357084
2B,410,SVX,2975,NJC,2972,0,CR2,3.039520132388312
2B,410,SVX,2975,NUX,4364,0,CR2,4.140006959469235
2B,410,SVX,2975,OVB,4078,0,CR2,3.862680560646005
2B,410,UUA,6160,DME,4029,0,CR2,2.8340927160774014
2B,410,UUA,6160,LED,2948,0,CR2,3.9081444650855475
2B,410,UUA,6160,NJC,2972,0,CR2,4.65205451399821
2G,1654,BTK,2936,IKT,2937,0,A81,1.674699100082064
2G,1654,BTK,2936,OVB,4078,0,A81,3.4668066744344936
2G,1654,CEK,2968,OVB,4078,0,A81,3.5768691517373865
2G,1654,HTA,2935,IKT,2937,0,AN4,1.9376421443975325
2G,1654,IKT,2937,BTK,2936,0,A81,1.6739944635620572
2G,1654,IKT,2937,HTA,2935,0,AN4,1.7488173507363618
2G,1654,IKT,2937,ODO,8944,0,AN4,2.581029254301983
2G,1654,IKT,2937,OVB,4078,0,A81,3.8248795077312585
2G,1654,IKT,2937,UKX,6924,0,AN4,1.7548336811724603
2G,1654,IKT,2937,ULK,9026,0,AN4,3.2066496663526722
2G,1654,IKT,2937,YKS,2923,0,A81,5.285750930729756
2G,1654,MJZ,2925,OVB,4078,0,A81,5.309335336506324
2G,1654,ODO,8944,IKT,2937,0,AN4,2.691043270226671
2G,1654,OVB,4078,BTK,2936,0,A81,3.2256254773544675
2G,1654,OVB,4078,CEK,2968,0,A81,3.5024105200504465
2G,1654,OVB,4078,IKT,2937,0,A81,3.6665063397424222
2G,1654,UKX,6924,IKT,2937,0,AN4,1.6335005160159242
2G,1654,ULK,9026,IKT,2937,0,AN4,3.1939787349439417
2G,1654,YKS,2923,IKT,2937,0,A81,5.173514423228509
2I,8359,AYP,2786,LIM,2789,0,142,1.0019172059094332
2I,8359,CUZ,2812,LIM,2789,0,142 141,1.3256220747725778
2I,8359,CUZ,2812,PEM,2808,0,142,0.9465896990106982
2I,8359,HUU,6067,LIM,2789,0,141,0.9221846372782464
2I,8359,IQT,2801,PCL,2781,0,143,1.2460112378065786
2I,8359,IQT,2801,TPP,2806,0,142,1.2308523965270854
2I,8359,LIM,2789,AYP,2786,0,142,1.0049852264982324
2I,8359,LIM,2789,CUZ,2812,0,142 141,1.3101787335007093
2I,8359,LIM,2789,HUU,6067,0,141,0.856701282664891
2I,8359,LIM,2789,PCL,2781,0,143 146,1.1737853182883926
2I,8359,LIM,2789,TPP,2806,0,142 146,1.460332522110587
2I,8359,PCL,2781,IQT,2801,0,143,1.166257647940879
2I,8359,PCL,2781,LIM,2789,0,143 146,1.2037482222239493
2I,8359,PCL,2781,TPP,2806,0,146,0.8781103175057785
2I,8359,PEM,2808,CUZ,2812,0,142,0.9168216171492936
2I,8359,TPP,2806,IQT,2801,0,142,1.122094448917984
2I,8359,TPP,2806,LIM,2789,0,142 146,1.2921810049633222
2I,8359,TPP,2806,PCL,2781,0,146,0.9306046614463759
2J,470,ABJ,253,BOY,247,0,CRJ,1.4399154700118613
2J,470,ABJ,253,OUA,246,0,E70 CRJ M87,1.5551821623501982
2J,470,ACC,248,OUA,246,0,CRJ,1.622277981966752
2J,470,BKO,1044,ABJ,253,0,M87,1.933351740772094
2J,470,BKO,1044,DKR,1084,0,M87,1.9058622769976612
2J,470,BKO,1044,OUA,246,0,CRJ,1.5138127907851826
2J,470,BOY,247,ABJ,253,0,CRJ,1.3950382357500324
2J,470,BOY,247,OUA,246,0,CRJ,1.0010409774933935
2J,470,COO,245,LFW,298,0,M87,0.717243562964563
2J,470,COO,245,OUA,246,0,M87,1.5014939063687411
2J,470,DKR,1084,BKO,1044,0,M87,2.0207404552607304
2J,470,DKR,1084,OUA,246,0,M87,2.9186646127971696
2J,470,LFW,298,OUA,246,0,M87 CRJ,1.6910808887751738
2J,470,NIM,280,OUA,246,0,CRJ,1.0360730706629178
2J,470,OUA,246,ABJ,253,0,E70 CRJ M87,1.6490854205431
2J,470,OUA,246,ACC,248,0,CRJ,1.615672393552462
2J,470,OUA,246,BKO,1044,0,M87 CRJ,1.479700801615216
2J,470,OUA,246,BOY,247,0,CRJ,0.9713670504415342
2J,470,OUA,246,COO,245,0,M87,1.609815418075187
2J,470,OUA,246,DKR,1084,0,M87,2.8438981896819633
2J,470,OUA,246,LFW,298,0,CRJ,1.612167726471488
2J,470,OUA,246,NIM,280,0,CRJ,1.1296205009570968
2K,1338,BOG,2709,GYE,2673,0,319,1.817507274181167
2K,1338,BOG,2709,UIO,2688,0,319 320,1.5364045435316522
2K,1338,CLO,2715,GYE,2673,0,319,1.4556268653410043
2K,1338,GYE,2673,BOG,2709,0,319,1.8533507204130502
2K,1338,GYE,2673,CLO,2715,0,319,1.528789761978111
2K,1338,GYE,2673,SCY,6045,0,319 320,2.1354638703149162
2K,1338,GYE,2673,UIO,2688,0,320 319,0.9140959103422527
2K,1338,OCC,2670,UIO,2688,0,319,0.7192114763377551
2K,1338,SCY,6045,GYE,2673,0,319 320,2.032201043614598
2K,1338,UIO,2688,BOG,2709,0,319 320,1.422923416630244
2K,1338,UIO,2688,GYE,2673,0,319,0.8756954293236588
2K,1338,UIO,2688,OCC,2670,0,319,0.7096389119577028
2L,2750,BDS,1506,ZRH,1678,0,100,2.5212717628515726
2L,2750,BOD,1264,ZRH,1678,0,100,1.8929085191837849
2L,2750,BRS,490,ZRH,1678,0,100,2.5248290512625253
2L,2750,GVA,1665,LPA,1054,0,319,5.256105452337108
2L,2750,LCA,1197,ZRH,1678,0,319,4.878128121633694
2L,2750,LPA,1054,ZRH,1678,0,319,5.419520592470079
2L,2750,RMF,4197,ZRH,1678,0,319,6.424356205678254
2L,2750,TFS,1056,GVA,1665,0,319,5.41874074925402
2L,2750,ZRH,1678,BDS,1506,0,100,2.438580493470129
2L,2750,ZRH,1678,BOD,1264,0,100,1.9561609355130112
2L,2750,ZRH,1678,BRS,490,0,100,2.302694708958775
2L,2750,ZRH,1678,LCA,1197,0,319,4.709276115429544
2L,2750,ZRH,1678,LPA,1054,0,319,5.6206577154978845
2L,2750,ZRH,1678,RMF,4197,0,319,6.077685832383596
2N,3652,AJR,730,LYC,719,0,ATP,0.8635467777830044
2N,3652,ARN,737,GEV,715,0,ATP,3.2275452206859225
2N,3652,ARN,737,HAD,709,0,SF3,1.7058627396160853
2N,3652,ARN,737,JKG,688,0,ATP SF3,1.395757097519665
2N,3652,ARN,737,KRF,718,0,ATP,1.576704169204488
2N,3652,ARN,737,KSD,5595,0,SF3,1.2211747056339648
2N,3652,ARN,737,LYC,719,0,ATP,2.028394584610088
2N,3652,ARN,737,MHQ,442,0,SF3,0.8407874782607048
2N,3652,ARN,737,OER,722,0,ATR,1.637088728304437
2N,3652,ARN,737,POR,448,0,SF3,1.3258213741735674
2N,3652,ARN,737,TRF,664,0,SF3,1.5891127994624537
2N,3652,ARN,737,VBY,746,0,SF3 ATP,1.176036321044399
2N,3652,ARN,737,VHM,729,0,SF3,2.0930632929612547
2N,3652,ARN,737,VXO,711,0,SF3,1.3571514578160764
2N,3652,GEV,715,ARN,737,0,ATP,3.002953154497415
2N,3652,GEV,715,KRF,718,0,ATP,1.9203681196552498
2N,3652,HAD,709,ARN,737,0,SF3 ATP,1.6957575211478169
2N,3652,HAD,709,JKG,688,0,ATP SF3,0.9065209339741983
2N,3652,HAD,709,VXO,711,0,SF3,0.8069074871035582
2N,3652,HMV,5599,VHM,729,0,SF3,1.063359901213315
2N,3652,JKG,688,ARN,737,0,ATP SF3,1.2706315746927783
2N,3652,JKG,688,HAD,709,0,ATP SF3,0.8575488575420038
2N,3652,KOK,435,POR,448,0,SF3,1.2914634395991011
2N,3652,KRF,718,ARN,737,0,ATP,1.5834687543742876
2N,3652,KRF,718,GEV,715,0,ATP,1.9579554702689068
2N,3652,KSD,5595,ARN,737,0,SF3,1.2866245132130083
2N,3652,LYC,719,AJR,730,0,ATP,0.8860882407996094
2N,3652,LYC,719,ARN,737,0,ATP,2.11299247199544
2N,3652,MHQ,442,ARN,737,0,SF3,0.8672913331349079
2N,3652,MHQ,442,TKU,460,0,SF3,0.9351342255463561
2N,3652,OER,722,ARN,737,0,ATR,1.8038900071287034
2N,3652,OSL,644,VXO,711,0,SF3,1.5783828009662604
2N,3652,POR,448,ARN,737,0,SF3,1.458078938134414
2N,3652,POR,448,KOK,435,0,SF3,1.2215029624498015
2N,3652,TKU,460,MHQ,442,0,SF3,0.9728772067304853
2N,3652,TRF,664,ARN,737,0,SF3,1.7129229368099614
2N,3652,VBY,746,ARN,737,0,SF3 ATP,1.101849810677957
2N,3652,VHM,729,ARN,737,0,SF3,2.031372333636775
2N,3652,VHM,729,HMV,5599,0,SF3,0.9782229676812167
2N,3652,VXO,711,ARN,737,0,SF3,1.4597342528290485
2N,3652,VXO,711,OSL,644,0,SF3,1.6864522029745086
2O,146,ADQ,3531,KLN,7162,0,BNI,0.7131218259494725
2O,146,KLN,7162,KYK,7161,0,BNI,0.5730335177478877
2P,897,BSO,6019,MNL,2397,0,DH4,1.4719415439157133
2P,897,BXU,4200,MNL,2397,0,320,1.7104376119275764
2P,897,CBO,2399,MNL,2397,0,320,1.6328874018205135
2P,897,CGY,2400,MNL,2397,0,320,1.5884369444589843
2P,897,CRM,6024,MNL,2397,0,DH4,1.091622938636457
2P,897,DGT,2425,MNL,2397,0,320,1.4320900283495832
2P,897,DWC,8076,MNL,2397,0,330,11.198810789274894
2P,897,GES,2402,MNL,2397,0,320,1.8348222569142165
2P,897,KLO,2430,MNL,2397,0,320,0.9514891403677338
2P,897,LGP,4203,MNL,2397,0,320,1.1341787377596781
2P,897,MNL,2397,BSO,6019,0,DH4,1.503041726851393
2P,897,MNL,2397,BXU,4200,0,320,1.5550924059918823
2P,897,MNL,2397,CBO,2399,0,320,1.6810376358759918
2P,897,MNL,2397,CGY,2400,0,320,1.5468999057072124
2P,897,MNL,2397,CRM,6024,0,DH4,1.128269645034049
2P,897,MNL,2397,DGT,2425,0,320,1.4090007517059868
2P,897,MNL,2397,DWC,8076,0,330,10.16510954729539
2P,897,MNL,2397,GES,2402,0,320,1.9777116686578537
2P,897,MNL,2397,KLO,2430,0,320,0.9750510236850658
2P,897,MNL,2397,LGP,4203,0,320,0.9687643190546706
2P,897,MNL,2397,MPH,2426,0,DH3,0.933837078965128
2P,897,MNL,2397,OZC,4204,0,320,1.7782243475340698
2P,897,MNL,2397,PPS,2433,0,320,1.3124250464047702
2P,897,MNL,2397,RXS,6026,0,320,0.9952981129815734
2P,897,MNL,2397,SUG,6016,0,DH4,1.4887757573390945
2P,897,MNL,2397,TUG,6021,0,DH4,1.0510558314224245
2P,897,MNL,2397,ZAM,2404,0,320,1.7677761294589531
2P,897,MPH,2426,MNL,2397,0,DH3,0.9332536302534824
2P,897,OZC,4204,MNL,2397,0,320,1.6908089683122844
2P,897,PPS,2433,MNL,2397,0,320,1.292757943165425
2P,897,RXS,6026,MNL,2397,0,320,1.0722833568546617
2P,897,SUG,6016,MNL,2397,0,DH4,1.4609414927416213
2P,897,TUG,6021,MNL,2397,0,DH4,0.9675097290839932
2P,897,ZAM,2404,MNL,2397,0,320,1.6745683856619407
2Z,1729,AUX,7376,PMW,4214,0,AT7,1.0141223397002352
2Z,1729,BRA,7373,BSB,2531,0,AT7,1.2602071328046731
2Z,1729,BRA,7373,SSA,2621,0,AT7,1.5860845318756638
2Z,1729,BSB,2531,BRA,7373,0,AT7,1.228186847506445
2Z,1729,BSB,2531,OPS,7367,0,AT7,1.73578669210319
2Z,1729,BSB,2531,RAO,2613,0,AT7,1.3584654568750696
2Z,1729,CAC,2535,GRU,2564,0,AT7,1.645054951273035
2Z,1729,CGB,2548,GYN,2562,0,AT7,1.508500138934019
2Z,1729,CGB,2548,OPS,7367,0,AT7,1.1054427690610975
2Z,1729,CGR,2538,DOU,7380,0,AT7,0.766649732562219
2Z,1729,DOU,7380,CGR,2538,0,AT7,0.8458190829361261
2Z,1729,DOU,7380,GRU,2564,0,AT7,1.7022918993505063
2Z,1729,GIG,2560,RAO,2613,0,AT7,1.242709016431755
2Z,1729,GRU,2564,CAC,2535,0,AT7,1.5591333142465238
2Z,1729,GRU,2564,DOU,7380,0,AT7,1.7869972004804011
2Z,1729,GRU,2564,RAO,2613,0,AT7,0.906841184267798
2Z,1729,GRU,2564,UBA,2635,0,AT7,1.1336668850471001
2Z,1729,GRU,2564,UDI,2633,0,AT7,1.2630023008426523
2Z,1729,GRU,2564,VDC,6039,0,AT7,2.0970276537662054
2Z,1729,GYN,2562,CGB,2548,0,AT7,1.5516885022178801
2Z,1729,GYN,2562,PMW,4214,0,AT7,1.4285734381339035
2Z,1729,GYN,2562,RAO,2613,0,AT7,1.1946675982959751
2Z,1729,GYN,2562,UDI,2633,0,AT7,0.8722438751588489
2Z,1729,OPS,7367,BSB,2531,0,AT7,1.8125738345363884
2Z,1729,OPS,7367,CGB,2548,0,AT7,1.1034682614293958
2Z,1729,PLU,2528,RAO,2613,0,AT7,1.1907550602941728
2Z,1729,PMW,4214,AUX,7376,0,AT7,0.9650126924578214
2Z,1729,PMW,4214,GYN,2562,0,AT7,1.6325967987877983
2Z,1729,RAO,2613,BSB,2531,0,AT7,1.3795481212249718
2Z,1729,RAO,2613,GIG,2560,0,AT7,1.1893305516470323
2Z,1729,RAO,2613,GRU,2564,0,AT7,0.9435450287670113
2Z,1729,RAO,2613,GYN,2562,0,AT7,1.1933623350954101
2Z,1729,RAO,2613,PLU,2528,0,AT7,1.2827984229178837
2Z,1729,RAO,2613,SJP,2619,0,AT7,0.7599078598348598
2Z,1729,RAO,2613,UDI,2633,0,AT7,0.9178272761691382
2Z,1729,SJP,2619,RAO,2613,0,AT7,0.7966404641257417
2Z,1729,SSA,2621,BRA,7373,0,AT7,1.5747809414091978
2Z,1729,SSA,2621,VDC,6039,0,AT7,0.9892213873814019
2Z,1729,UBA,2635,GRU,2564,0,AT7,1.2797124737108556
2Z,1729,UBA,2635,UDI,2633,0,AT7,0.6758546837632246
2Z,1729,UDI,2633,GRU,2564,0,AT7,1.277397522824486
2Z,1729,UDI,2633,GYN,2562,0,AT7,0.9495565675025934
2Z,1729,UDI,2633,RAO,2613,0,AT7,0.8986096517092399
2Z,1729,UDI,2633,UBA,2635,0,AT7,0.6665212313220334
2Z,1729,VDC,6039,GRU,2564,0,AT7,1.978161357907838
2Z,1729,VDC,6039,SSA,2621,0,AT7,0.9876649846041768
3E,10739,BRL,5726,ORD,3830,0,CNC,1.1489105664120831
3E,10739,BRL,5726,STL,3678,0,CNC,0.8998282034492957
3E,10739,DEC,4042,ORD,3830,0,CNC,0.9506382646411133
3E,10739,DEC,4042,STL,3678,0,CNC,0.8557648130542812
3E,10739,JBR,3591,STL,3678,0,CNC,1.0843225115247799
3E,10739,ORD,3830,BRL,5726,0,CNC,1.0292082726897251
3E,10739,ORD,3830,DEC,4042,0,CNC,0.9183576702765197
3E,10739,STL,3678,BRL,5726,0,CNC,0.9307031341098211
3E,10739,STL,3678,DEC,4042,0,CNC,0.8515955614395918
3E,10739,STL,3678,JBR,3591,0,CNC,1.0569344271856924
3F,16262,KTN,3808,MTM,7146,0,DHP,0.6560367574064871
3F,16262,MTM,7146,KTN,3808,0,DHP,0.587349685143497
3G,595,ACC,248,DKR,1084,0,319,3.70411193476676
3G,595,ACC,248,LOS,273,0,319,1.031838454649512
3G,595,ACC,248,ROB,1063,0,319,1.9828404309117236
3G,595,BCN,1218,BJL,1050,0,319,5.657142556715333
3G,595,BJL,1050,BCN,1218,0,319,6.647031416374448
3G,595,BJL,1050,DKR,1084,0,319,0.7489570111241106
3G,595,BJL,1050,FNA,1059,0,319,1.4813473514416302
3G,595,CKY,4162,OXB,5665,0,319,0.986535431238464
3G,595,DKR,1084,ACC,248,0,319,3.9727454418092645
3G,595,DKR,1084,BJL,1050,0,319,0.7373207901639763
3G,595,DKR,1084,DLA,897,0,319,4.616856542810204
3G,595,DKR,1084,FNA,1059,0,319,1.6025354410131498
3G,595,DKR,1084,LOS,273,0,319,4.0680298768394305
3G,595,DKR,1084,OXB,5665,0,319,1.0507355605425581
3G,595,DLA,897,DKR,1084,0,319,4.753832114727446
3G,595,DLA,897,LOS,273,0,319,1.5161439930206697
3G,595,FNA,1059,BJL,1050,0,319,1.5565578438328556
3G,595,FNA,1059,DKR,1084,0,319,1.7481071806147719
3G,595,FNA,1059,LGW,502,0,319,7.93794844475318
3G,595,FNA,1059,ROB,1063,0,319,1.1216507944630496
3G,595,LGW,502,FNA,1059,0,319,8.415822971287325
3G,595,LOS,273,ACC,248,0,319,1.0266381238035198
3G,595,LOS,273,DKR,1084,0,319,3.9261789374173865
3G,595,LOS,273,DLA,897,0,319,1.644132465442156
3G,595,LOS,273,ROB,1063,0,319,2.430599558484444
3G,595,OXB,5665,CKY,4162,0,319,1.044822649805389
3G,595,OXB,5665,DKR,1084,0,319,1.0335944072028362
3G,595,ROB,1063,ACC,248,0,319,2.2061736382487545
3G,595,ROB,1063,FNA,1059,0,319,1.0145171306341971
3G,595,ROB,1063,LOS,273,0,319,2.4228390595255145
3J,5521,JIB,4119,DXB,2188,0,737,3.2909698309356354
3J,5521,JIB,4119,JED,2072,0,737,2.109911282513778
3J,5521,JIB,4119,MGQ,5687,0,737,2.2047416940653584
3J,5521,MGQ,5687,NBO,4059,0,737,1.8104949501144285
3J,5521,NBO,4059,MGQ,5687,0,737,1.8320218408548823
3K,3021,BKK,3885,SIN,3316,0,320,2.3475596436668633
3K,3021,DRW,3999,SIN,3316,0,320,4.779081679947386
3K,3021,HAK,4120,SIN,3316,0,320,3.5576404925022698
3K,3021,HGH,3386,SIN,3316,0,320,5.439649337726318
3K,3021,HKG,3077,SIN,3316,0,320,3.9758075214354145
3K,3021,HKT,3179,SIN,3316,0,320,1.8697777968589429
3K,3021,KIX,3992,MNL,2397,0,320,4.2822581057052425
3K,3021,KIX,3992,TPE,2276,0,320,3.088416773026016
3K,3021,KUL,3304,SIN,3316,0,320,0.9699341014855742
3K,3021,MNL,2397,KIX,3992,0,320,4.138932905161284
3K,3021,MNL,2397,SIN,3316,0,320,3.7017996274214315
3K,3021,PEN,3308,SIN,3316,0,320,1.4254793529482763
3K,3021,PER,3351,SIN,3316,0,320,5.662717626446181
3K,3021,PNH,3034,SIN,3316,0,320,2.2542101097485014
3K,3021,REP,3035,SIN,3316,0,320,2.1936541338967155
3K,3021,RGN,3239,SIN,3316,0,320,2.9962735605015496
3K,3021,SGN,3205,SIN,3316,0,320,2.107764329290506
3K,3021,SIN,3316,BKK,3885,0,320,2.3103265170627485
3K,3021,SIN,3316,DRW,3999,0,320,4.847319453774348
3K,3021,SIN,3316,HAK,4120,0,320,3.35722414881892
3K,3021,SIN,3316,HGH,3386,0,320,5.862811149440072
3K,3021,SIN,3316,HKG,3077,0,320,4.12893907910843
3K,3021,SIN,3316,HKT,3179,0,320,2.0010166253127295
3K,3021,SIN,3316,KUL,3304,0,320,0.8952501950050615
3K,3021,SIN,3316,MNL,2397,0,320,3.593129852294597
3K,3021,SIN,3316,PEN,3308,0,320,1.3397235954096856
3K,3021,SIN,3316,PER,3351,0,320,6.0423921080998655
3K,3021,SIN,3316,PNH,3034,0,320,1.9482380334811338
3K,3021,SIN,3316,REP,3035,0,320,2.2954098849281714
3K,3021,SIN,3316,RGN,3239,0,320,2.9506592499472153
3K,3021,SIN,3316,SGN,3205,0,320,1.9684045060654523
3K,3021,SIN,3316,SWA,4302,0,320,4.636950542356111
3K,3021,SIN,3316,TPE,2276,0,320,5.241182760640385
3K,3021,SWA,4302,SIN,3316,0,320,4.367094865219088
3K,3021,TPE,2276,KIX,3992,0,320,3.224830822678294
3K,3021,TPE,2276,SIN,3316,0,320,4.841531493368566
3L,2916,ACH,1679,EBA,1558,0,DH3,1.4573800021629781
3L,2916,DRS,338,ZRH,1678,0,DH3,1.6187710787484326
3L,2916,DUS,345,FDH,382,0,DH3,1.363098769835165
3L,2916,EBA,1558,ACH,1679,0,DH3,1.4536358561704543
3L,2916,EBA,1558,FDH,382,0,DH3,1.5572928824183694
3L,2916,EBA,1558,MUC,346,0,DH3,1.6866833289718621
3L,2916,EBA,1558,ZRH,1678,0,DH3,1.6520878595096573
3L,2916,FDH,382,DUS,345,0,DH3,1.5192462809928566
3L,2916,FDH,382,EBA,1558,0,DH3,1.5438868356183986
3L,2916,FDH,382,HAM,342,0,AT7,1.9464408851137092
3L,2916,FDH,382,OLB,1520,0,AT7,2.1446496343469934
3L,2916,FDH,382,TXL,351,0,AT7,1.7685056959338712
3L,2916,FDH,382,ZAD,1209,0,AT7,1.5936911601054888
3L,2916,FMM,3986,NAP,1561,0,AT7,2.005588443501181
3L,2916,GRZ,1609,ZRH,1678,0,DH3,1.4854065832078414
3L,2916,HAM,342,FDH,382,0,AT7,1.889236870517931
3L,2916,MUC,346,EBA,1558,0,DH3,1.706743961246452
3L,2916,NAP,1561,FMM,3986,0,AT7,2.0248081021980884
3L,2916,OLB,1520,FDH,382,0,AT7,1.8768810941466125
3L,2916,SZG,1612,ZRH,1678,0,DH3,1.1751357010230508
3L,2916,TXL,351,FDH,382,0,AT7,1.8153390773079652
3L,2916,ZAD,1209,FDH,382,0,AT7,1.7277942617656357
3L,2916,ZRH,1678,DRS,338,0,DH3,1.7991974106152255
3L,2916,ZRH,1678,EBA,1558,0,DH3,1.4727097218413006
3L,2916,ZRH,1678,GRZ,1609,0,DH3,1.5360013626369593
3L,2916,ZRH,1678,SZG,1612,0,DH3,1.161117869378589
3M,20710,ATL,3682,LWB,6958,0,SF3,1.5187660042828273
3M,20710,ATL,3682,MCN,3754,0,SF3,0.7757975950978994
3M,20710,ATL,3682,MEI,4335,0,SF3,1.2424283172292114
3M,20710,ATL,3682,MSL,5756,0,SF3,1.04879129098832
3M,20710,ATL,3682,PIB,5759,0,SF3,1.353416912501432
3M,20710,ATL,3682,TUP,5773,0,SF3,1.120981993795317
3M,20710,BIM,1937,FLL,3533,0,SF3,0.7194715979191996
3M,20710,ELH,1943,FLL,3533,0,SF3,1.1521892444522146
3M,20710,ELH,1943,PBI,3722,0,SF3,1.0285960891385557
3M,20710,EYW,3875,FLL,3533,0,SF3,0.9253857611752982
3M,20710,EYW,3875,RSW,3793,0,SF3,0.8704729767671473
3M,20710,EYW,3875,TPA,3646,0,SF3,1.1544684059036072
3M,20710,FLL,3533,BIM,1937,0,SF3,0.6367531548301756
3M,20710,FLL,3533,ELH,1943,0,SF3,1.066234941464275
3M,20710,FLL,3533,EYW,3875,0,SF3,0.8887614907080728
3M,20710,FLL,3533,FPO,1948,0,SF3,0.7967070579148194
3M,20710,FLL,3533,GGT,1941,0,SF3,1.2302219436714512
3M,20710,FLL,3533,GHB,1944,0,SF3,1.1642776526320053
3M,20710,FLL,3533,MCO,3878,0,SF3,0.9986845332473127
3M,20710,FLL,3533,MHH,1930,0,SF3,0.9732668117469893
3M,20710,FLL,3533,TCB,1934,0,SF3,0.9838088120911082
3M,20710,FLL,3533,TPA,3646,0,SF3,1.0759216474909425
3M,20710,FPO,1948,FLL,3533,0,SF3,0.7384920941144432
3M,20710,GGT,1941,FLL,3533,0,SF3,1.297747375415094
3M,20710,GGT,1941,GHB,1944,0,SF3,0.8385994336231861
3M,20710,GHB,1944,FLL,3533,0,SF3,1.1220652578888053
3M,20710,GLH,6130,TUP,5773,0,SF3,0.8888662522056604
3M,20710,GNV,3472,MCO,3878,0,SF3,0.7512110231364884
3M,20710,GNV,3472,TPA,3646,0,SF3,0.8410153672939987
3M,20710,JAX,3712,MHH,1930,0,SF3,1.4948757904605108
3M,20710,JAX,3712,TPA,3646,0,SF3,0.9368018885018988
3M,20710,LWB,6958,ATL,3682,0,SF3,1.447306486180852
3M,20710,MCN,3754,ATL,3682,0,SF3,0.7023001032206099
3M,20710,MCN,3754,MCO,3878,0,SF3,1.3216354840937394
3M,20710,MCO,3878,FLL,3533,0,SF3,0.902293837016819
3M,20710,MCO,3878,GNV,3472,0,SF3,0.7835231538364187
3M,20710,MCO,3878,MCN,3754,0,SF3,1.4513066762331968
3M,20710,MCO,3878,MHH,1930,0,SF3,1.2151312709101156
3M,20710,MCO,3878,PNS,3564,0,SF3,1.5264461368202786
3M,20710,MCO,3878,RSW,3793,0,SF3,0.8212974188584257
3M,20710,MCO,3878,TLH,3698,0,SF3,1.0852950192084396
3M,20710,MEI,4335,ATL,3682,0,SF3,1.1657573366488427
3M,20710,MHH,1930,FLL,3533,0,SF3,0.9650723375543719
3M,20710,MHH,1930,JAX,3712,0,SF3,1.4667764928551863
3M,20710,MHH,1930,MCO,3878,0,SF3,1.3310877407779942
3M,20710,MHH,1930,PBI,3722,0,SF3,0.9590650383007406
3M,20710,MSL,5756,ATL,3682,0,SF3,0.9925982556170103
3M,20710,PBI,3722,ELH,1943,0,SF3,1.151855354226396
3M,20710,PBI,3722,MHH,1930,0,SF3,0.9243933066298968
3M,20710,PBI,3722,TPA,3646,0,SF3,1.0163066107217176
3M,20710,PIB,5759,ATL,3682,0,SF3 ,1.3171958398389523
3M,20710,PNS,3564,MCO,3878,0,SF3,1.4036119573988952
3M,20710,PNS,3564,TPA,3646,0,SF3,1.349441749566625
3M,20710,RSW,3793,EYW,3875,0,SF3,0.8197837883534981
3M,20710,RSW,3793,MCO,3878,0,SF3,0.8054538414437952
3M,20710,TCB,1934,FLL,3533,0,SF3,0.9310499578344195
3M,20710,TLH,3698,MCO,3878,0,SF3,1.0911133801123067
3M,20710,TLH,3698,TPA,3646,0,SF3,1.0184028281070099
3M,20710,TPA,3646,EYW,3875,0,SF3,1.0928828327693791
